ID Item
1 Наименование_Ду_25
1 Наработка(час)_59500
2 Наименование_Ду_16
2 Наработка(час)_107,4
2 Разрушение_Сквозная_коррозия
3 Наименование_Ду_24
3 Наработка(час)_40,3
4 Наименование_Ду_24
4 Наработка(час)_22800
5 Наименование_Ду_24
5 Наработка(час)_54808
6 Наименование_Ду_25
6 Наработка(час)_33400
6 Разрушение_Хрупкое
7 Наименование_Ду_24
7 Наработка(час)_31,9
9 Наименование_Ду*Ду=24*24
9 Наработка(час)_43378
10 Наименование_Ду_22
10 Наработка(час)_129,4
10 Разрушение_Хрупкое
11 Наименование_Ду_6
11 Наработка(час)_14333
12 Наименование
12 Наработка(час)_32000
13 Наименование_Ду_6
13 Наработка(час)_43181
13 Разрушение_Хрупкое
14 Наименование_Ду_6
14 Наработка(час)_25458
14 Разрушение_Хрупкое
15 Наименование_Ду_6
15 Наработка(час)_5228
16 Наименование_Ду*Ду=32*6
16 Наработка(час)_4104
17 Наименование_Ду_16
17 Наработка(час)_121400
17 Разрушение_Сквозная_коррозия
18 Наименование_Ду_15
18 Наработка(час)_65000
18 Разрушение_Сквозная_коррозия
19 Наименование_Ду_16
19 Наработка(час)_90
19 Разрушение_Сквозная_коррозия
20 Наименование_Ду_16
20 Наработка(час)_69120
20 Разрушение_Сквозная_коррозия
21 Наименование_180_Ду_60
21 Наработка(час)_65,3
22 Наименование_180_Ду_60
22 Наработка(час)_66,3
23 Наименование_180_Ду_60
23 Наработка(час)_65,3
25 Наименование_Ду_22
25 Наработка(час)_192,6
27 Наименование_Ду_22
27 Наработка(час)_173,6
28 Наименование_Ду_40
28 Наработка(час)_17500
28 Разрушение_Хрупкое
29 Наименование
29 Наработка(час)_32000
30 Наименование_Ду*Ду=24*10
30 Наработка(час)_46000
30 Разрушение_Хрупкое
31 Наименование_Ду*Ду=24*10
31 Наработка(час)_46300
32 Наименование_Ду*Ду=24*10
32 Наработка(час)_46250
33 Наименование_Ду*Ду=24*10
33 Наработка(час)_47242
34 Наименование_Ду_25
34 Наработка(час)_5950
35 Наименование_Ду*Ду=24*10
35 Наработка(час)_26000
37 Наименование_Ду_3
37 Наработка(час)_4222
37 Разрушение_Хрупкое
38 Наименование_Ду_16
38 Наработка(час)_121400
38 Разрушение_Сквозная_коррозия
39 Наименование_180_Ду_25
39 Наработка(час)_5000
39 Разрушение_Хрупкое
40 Наименование_Ду*Ду=34*16
40 Наработка(час)_166,7
41 Наименование_Ду_25
41 Наработка(час)_14500
41 Разрушение_Хрупкое
42 Наименование_Ду_34
42 Наработка(час)_132675
43 Наименование_Ду_25
43 Наработка(час)_6327
44 Наименование_180_Ду_60
44 Наработка(час)_59500
466 Наименование_Ду_24
466 Наработка(час)_31,9
468 Наименование_Ду_24
468 Наработка(час)_29000
471 Наименование_180_Ду_60
471 Наработка(час)_67,6
471 Разрушение_Хрупкое
474 Наименование_Ду_22
474 Наработка(час)_96513
474 Разрушение_Хрупкое
475 Наименование_Ду_22
475 Наработка(час)_61513
476 Наименование_Ду_22
478 Наименование_Ду_15
478 Наработка(час)_20000
479 Наименование_Ду_3
479 Наработка(час)_54275
479 Разрушение_Хрупкое
481 Наименование_Ду_6
481 Наработка(час)_40813
481 Разрушение_Хрупкое
482 Наименование_Ду_32
482 Наработка(час)_31500
482 Разрушение_Хрупкое
483 Наименование_90_Ду_60
483 Наработка(час)_14738
483 Разрушение_Хрупкое
484 Наименование_90_Ду_60
484 Наработка(час)_20681
484 Разрушение_Хрупкое
485 Наименование_Ду_25
485 Наработка(час)_12420
485 Разрушение_Хрупкое
486 Наименование_Ду_25
486 Наработка(час)_10000
486 Разрушение_Хрупкое
488 Наименование_90_Ду_60
488 Наработка(час)_4000
490 Наименование_Ду_24
490 Наработка(час)_126000
490 Разрушение_Хрупкое
491 Наименование_Ду_40
491 Наработка(час)_16000
491 Разрушение_Хрупкое
493 Наименование_180_Ду_60
493 Наработка(час)_25000
493 Разрушение_Хрупкое
494 Наименование_Ду_25
494 Наработка(час)_12420
494 Разрушение_Хрупкое
495 Наименование_Ду_3
495 Наработка(час)_40000
495 Разрушение_Хрупкое
501 Наименование_Ду_15
501 Наработка(час)_20823
505 Наименование_Ду*Ду=24*10
505 Наработка(час)_39888
506 Наименование_Ду*Ду=24*10
506 Наработка(час)_42000
506 Разрушение_Хрупкое
507 Наименование_Ду*Ду=24*10
507 Наработка(час)_35000
507 Разрушение_Хрупкое
509 Наименование_Ду*Ду=24*10
509 Наработка(час)_40000
510 Наименование_Ду*Ду=24*10
510 Наработка(час)_84
512 Наименование_Ду*Ду=16*6
512 Наработка(час)_19000
512 Разрушение_Хрупкое
513 Наименование_Ду_6
513 Наработка(час)_115000
514 Наименование_Ду_6
514 Наработка(час)_115056
515 Наименование_Ду_6
515 Наработка(час)_100000
516 Наименование_Ду_6
516 Наработка(час)_4000
517 Наименование_Ду_6
517 Наработка(час)_11502
518 Наименование_Ду_16
518 Наработка(час)_77760
519 Наименование_Ду_16
519 Наработка(час)_2000
520 Наименование_Ду_6
520 Наработка(час)_4032
521 Наименование_Ду*Ду=25*6
521 Наработка(час)_700
522 Наименование_Ду*Ду=25*6
522 Наработка(час)_500
523 Наименование_Ду*Ду=25*6
523 Наработка(час)_2500
524 Наименование_Ду*Ду=25*6
524 Наработка(час)_1317
525 Наименование_Ду_6
525 Наработка(час)_1368
526 Наименование_Ду*Ду=25*6
526 Наработка(час)_1400
527 Наименование__
527 Наработка(час)_6,9
528 Наименование_Ду_60
528 Наработка(час)_13737
529 Наименование_180_Ду_34
529 Наработка(час)_138,9
530 Наименование_Ду_15
530 Наработка(час)_16322
532 Наименование_Ду_15
532 Наработка(час)_44892
533 Наименование_Ду_15
533 Наработка(час)_27900
535 Наименование_Ду_15
535 Наработка(час)_12609
537 Наименование_Ду_15
537 Наработка(час)_20952
538 Наименование_Ду_15
538 Наработка(час)_13690
539 Наименование_Ду_6
539 Наработка(час)_144
540 Наименование_Ду_16
540 Наработка(час)_69120
540 Разрушение_Сквозная_коррозия
541 Наименование_Ду_16
541 Наработка(час)_69120
542 Наименование_Ду_16
542 Наработка(час)_69120
542 Разрушение_Сквозная_коррозия
543 Наименование_Ду_16
543 Наработка(час)_94640
543 Разрушение_Сквозная_коррозия
544 Наименование_Ду_16
544 Наработка(час)_119,4
544 Разрушение_Сквозная_коррозия
545 Наименование_Ду_16
545 Наработка(час)_103288
545 Разрушение_Сквозная_коррозия
546 Наименование_180_Ду_60
546 Наработка(час)_12500
547 Наименование_Ду_15
547 Наработка(час)_21522
548 Наименование_180_Ду_60
548 Наработка(час)_65000
549 Наименование_180_Ду_60
549 Наработка(час)_56000
550 Наименование_180_Ду_50
550 Наработка(час)_90288
551 Наименование_Ду_22
551 Наработка(час)_131,5
