ID Item
1 Наименование_Ду_25
1 Деградационный_процесс_Коррозионное_растрескивание
1 Деградационный_процесс_Коррозия_питтинговая_(точечная)
1 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
2 Наименование_Ду_16
2 Деградационный_процесс_Коррозия_локальная_(язвенная)
2 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
3 Наименование_Ду_24
3 Деградационный_процесс_Многоцикловая_усталость
3 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
4 Наименование_Ду_24
4 Деградационный_процесс_Многоцикловая_усталость
4 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
5 Наименование_Ду_24
5 Деградационный_процесс_Коррозионная_многоцикловая_усталость
5 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
6 Наименование_Ду_25
6 Деградационный_процесс_Коррозионная_малоцикловая_усталость
6 Внешнее_проявление_Выброс_среды_в_межтрубное_пространство
7 Наименование_Ду_24
7 Деградационный_процесс_Многоцикловая_усталость
7 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
9 Наименование_Ду*Ду=24*24
9 Деградационный_процесс_Коррозионная_многоцикловая_усталость
9 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
10 Наименование_Ду_22
10 Деградационный_процесс_Коррозионная_малоцикловая_усталость
10 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
11 Наименование_Ду_6
11 Деградационный_процесс_Многоцикловая_усталость
11 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
12 Наименование
12 Деградационный_процесс_Многоцикловая_усталость
12 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
13 Наименование_Ду_6
13 Деградационный_процесс_Многоцикловая_усталость
13 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
14 Наименование_Ду_6
14 Деградационный_процесс_Многоцикловая_усталость
14 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
15 Наименование_Ду_6
15 Деградационный_процесс_Многоцикловая_усталость
15 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
16 Наименование_Ду*Ду=32*6
16 Деградационный_процесс_Многоцикловая_усталость
16 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
17 Наименование_Ду_16
17 Деградационный_процесс_Коррозия_локальная_(язвенная)
17 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
18 Наименование_Ду_15
18 Деградационный_процесс_Коррозия_локальная_(язвенная)
18 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
19 Наименование_Ду_16
19 Деградационный_процесс_Коррозия_локальная_(язвенная)
19 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
20 Наименование_Ду_16
20 Деградационный_процесс_Коррозия_локальная_(язвенная)
20 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
21 Наименование_180_Ду_60
21 Деградационный_процесс_Коррозионное_растрескивание
21 Деградационный_процесс_Коррозия_питтинговая_(точечная)
21 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
22 Наименование_180_Ду_60
22 Деградационный_процесс_Коррозионное_растрескивание
22 Деградационный_процесс_Коррозия_питтинговая_(точечная)
22 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
23 Наименование_180_Ду_60
23 Деградационный_процесс_Коррозионное_растрескивание
23 Деградационный_процесс_Коррозия_питтинговая_(точечная)
23 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
