ID Item
1 Повреждение_Трещина_(трещины)
2 Повреждение_Коррозия
2 Разрушение_Сквозная_коррозия
3 Повреждение_Трещина_(трещины)
4 Повреждение_Трещина_(трещины)
5 Повреждение_Трещина_(трещины)
6 Повреждение_Коррозия
6 Повреждение_Трещина_(трещины)
6 Разрушение_Хрупкое
7 Повреждение_Трещина_(трещины)
9 Повреждение_Трещина_(трещины)
10 Повреждение_Коррозия
10 Повреждение_Трещина_(трещины)
10 Разрушение_Хрупкое
11 Повреждение_Трещина_(трещины)
12 Повреждение_Трещина_(трещины)
13 Повреждение_Трещина_(трещины)
13 Разрушение_Хрупкое
14 Повреждение_Трещина_(трещины)
14 Разрушение_Хрупкое
15 Повреждение_Трещина_(трещины)
16 Повреждение_Трещина_(трещины)
17 Повреждение_Коррозия
17 Разрушение_Сквозная_коррозия
18 Повреждение_Коррозия
18 Разрушение_Сквозная_коррозия
19 Повреждение_Коррозия
19 Разрушение_Сквозная_коррозия
20 Повреждение_Коррозия
20 Разрушение_Сквозная_коррозия
21 Повреждение_Коррозия
21 Повреждение_Трещина_(трещины)
22 Повреждение_Коррозия
22 Повреждение_Трещина_(трещины)
23 Повреждение_Коррозия
23 Повреждение_Трещина_(трещины)
25 Повреждение_Коррозия
25 Повреждение_Трещина_(трещины)
27 Повреждение_Коррозия
27 Повреждение_Трещина_(трещины)
28 Повреждение_Трещина_(трещины)
28 Разрушение_Хрупкое
29 Повреждение_Трещина_(трещины)
30 Повреждение_Трещина_(трещины)
30 Разрушение_Хрупкое
31 Повреждение_Трещина_(трещины)
32 Повреждение_Трещина_(трещины)
33 Повреждение_Трещина_(трещины)
34 Повреждение_Трещина_(трещины)
35 Повреждение_Трещина_(трещины)
37 Повреждение_Трещина_(трещины)
37 Разрушение_Хрупкое
38 Повреждение_Коррозия
38 Разрушение_Сквозная_коррозия
39 Повреждение_Трещина_(трещины)
39 Разрушение_Хрупкое
40 Повреждение_Трещина_(трещины)
41 Повреждение_Трещина_(трещины)
41 Разрушение_Хрупкое
42 Повреждение_Трещина_(трещины)
43 Повреждение_Трещина_(трещины)
44 Повреждение_Питтинги
