ID Item
1 Повреждение_Трещина_(трещины)
1 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
2 Повреждение_Коррозия
2 Разрушение_Сквозная_коррозия
2 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
3 Повреждение_Трещина_(трещины)
3 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
4 Повреждение_Трещина_(трещины)
4 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
5 Повреждение_Трещина_(трещины)
5 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
6 Повреждение_Коррозия
6 Повреждение_Трещина_(трещины)
6 Разрушение_Хрупкое
6 Внешнее_проявление_Выброс_среды_в_межтрубное_пространство
7 Повреждение_Трещина_(трещины)
7 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
9 Повреждение_Трещина_(трещины)
9 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
10 Повреждение_Коррозия
10 Повреждение_Трещина_(трещины)
10 Разрушение_Хрупкое
10 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
11 Повреждение_Трещина_(трещины)
11 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
12 Повреждение_Трещина_(трещины)
12 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
13 Повреждение_Трещина_(трещины)
13 Разрушение_Хрупкое
13 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
14 Повреждение_Трещина_(трещины)
14 Разрушение_Хрупкое
14 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
15 Повреждение_Трещина_(трещины)
15 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
16 Повреждение_Трещина_(трещины)
16 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
17 Повреждение_Коррозия
17 Разрушение_Сквозная_коррозия
17 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
18 Повреждение_Коррозия
18 Разрушение_Сквозная_коррозия
18 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
19 Повреждение_Коррозия
19 Разрушение_Сквозная_коррозия
19 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
20 Повреждение_Коррозия
20 Разрушение_Сквозная_коррозия
20 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
21 Повреждение_Коррозия
21 Повреждение_Трещина_(трещины)
21 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
22 Повреждение_Коррозия
22 Повреждение_Трещина_(трещины)
22 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
23 Повреждение_Коррозия
23 Повреждение_Трещина_(трещины)
23 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
25 Повреждение_Коррозия
25 Повреждение_Трещина_(трещины)
25 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
27 Повреждение_Коррозия
27 Повреждение_Трещина_(трещины)
27 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
28 Повреждение_Трещина_(трещины)
28 Разрушение_Хрупкое
28 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
29 Повреждение_Трещина_(трещины)
29 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
30 Повреждение_Трещина_(трещины)
30 Разрушение_Хрупкое
30 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
31 Повреждение_Трещина_(трещины)
31 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
32 Повреждение_Трещина_(трещины)
32 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
33 Повреждение_Трещина_(трещины)
33 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
34 Повреждение_Трещина_(трещины)
34 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
35 Повреждение_Трещина_(трещины)
35 Внешнее_проявление_Утечка_среды_в_окружающее_пространство
37 Повреждение_Трещина_(трещины)
37 Разрушение_Хрупкое
37 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
38 Повреждение_Коррозия
38 Разрушение_Сквозная_коррозия
38 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
39 Повреждение_Трещина_(трещины)
39 Разрушение_Хрупкое
39 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
40 Повреждение_Трещина_(трещины)
40 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
41 Повреждение_Трещина_(трещины)
41 Разрушение_Хрупкое
41 Внешнее_проявление_Выброс_среды_в_межтрубное_пространство
42 Повреждение_Трещина_(трещины)
42 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
43 Повреждение_Трещина_(трещины)
43 Внешнее_проявление_Выброс_среды_в_межтрубное_пространство
44 Повреждение_Питтинги
44 Повреждение_Трещина_(трещины)
44 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
466 Повреждение_Трещина_(трещины)
466 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
468 Повреждение_Трещина_(трещины)
468 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
471 Повреждение_Питтинги
471 Повреждение_Трещина_(трещины)
471 Разрушение_Хрупкое
471 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
474 Повреждение_Трещина_(трещины)
474 Разрушение_Хрупкое
474 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
475 Повреждение_Коррозия
475 Повреждение_Трещина_(трещины)
475 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
476 Повреждение_Трещина_(трещины)
476 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
478 Дефект_Неметаллические_включения
478 Дефект_Трещина(ы)
478 Повреждение_Трещина_(трещины)
478 Внешнее_проявление_Утечка_среды_в_межтрубное_пространство
479 Повреждение_Трещина_(трещины)
479 Разрушение_Хрупкое
479 Внешнее_проявление_Выброс_среды_в_окружающее_пространство
481 Повреждение_Трещина_(трещины)
481 Разрушение_Хрупкое
