ID Item
1 Повреждение_Трещина_(трещины)
1 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_одинаковой_температурной_деформации_ветвей_аппарата
1 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
1 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
1 Мероприятие_РЕГЛАМЕНТИРОВАНИЕ_требований_к_теплоносителю_по_количеству_растворенного_кислорода,ионов_хлора_и_натрия,РН
1 Мероприятие_УМЕHЬШЕНИЕ_уровня_остаточных_напряжений
1 Мероприятие_УТОЧНЕНИЕ_периодичности_контроля_технического_состояния_элементов_различных_зон_аппарата_или_трубопровода_(объектов_или_изделий)
2 Повреждение_Коррозия
2 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
2 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
2 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
2 Мероприятие_УТОЧНЕНИЕ_периодичности_контроля_технического_состояния_элементов_различных_зон_аппарата_или_трубопровода_(объектов_или_изделий)
3 Повреждение_Трещина_(трещины)
3 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
3 Мероприятие_ПОВЫШЕНИЕ_качества_изготовления_и_контроля_объектов_(изделий)
3 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
4 Повреждение_Трещина_(трещины)
4 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
4 Мероприятие_ПОВЫШЕНИЕ_качества_изготовления_и_контроля_объектов_(изделий)
4 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
5 Повреждение_Трещина_(трещины)
5 Мероприятие_ЗАПРЕЩЕНИЕ_использовать_несоответствующие_смазки
5 Мероприятие_МЕРЫ_по_устранению_причин_не_приняты
5 Мероприятие_НЕДОПУЩЕНИЕ_изменения_состава_рабочих_сред,теплоносителя_и_режимов_нагружения_без_тщательного_исследования_их_влияния_на_техническое_состояние_элементов_(объектов_или_изделий)
5 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
5 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
5 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
6 Повреждение_Коррозия
6 Повреждение_Трещина_(трещины)
6 Мероприятие_МЕРЫ_по_устранению_причин_не_приняты
6 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
6 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
6 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
7 Повреждение_Трещина_(трещины)
7 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
7 Мероприятие_ПОВЫШЕНИЕ_качества_изготовления_и_контроля_объектов_(изделий)
7 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
9 Повреждение_Трещина_(трещины)
9 Мероприятие_ЗАПРЕЩЕНИЕ_регенерации_и_повторного_использования_смазки.
9 Мероприятие_МЕРЫ_по_устранению_причин_не_приняты
9 Мероприятие_НЕДОПУЩЕНИЕ_изменения_состава_рабочих_сред,теплоносителя_и_режимов_нагружения_без_тщательного_исследования_их_влияния_на_техническое_состояние_элементов_(объектов_или_изделий)
9 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
9 Мероприятие_РЕГЛАМЕHТИРОВАHИЕ_действий_оператора
9 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
9 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
10 Повреждение_Коррозия
10 Повреждение_Трещина_(трещины)
10 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
10 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
10 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
11 Повреждение_Трещина_(трещины)
11 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
11 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_снижения_уровня_вибрации
11 Мероприятие_ОСУЩЕСТВЛЕНИЕ_контроля_всех_элементов_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
11 Мероприятие_СHИЖЕHИЕ_вибрации_за_счет_дополнительного_укрепления_или_затяжки
12 Повреждение_Трещина_(трещины)
12 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
12 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_снижения_уровня_вибрации
12 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
12 Мероприятие_СHИЖЕHИЕ_вибрации_за_счет_дополнительного_укрепления_или_затяжки
12 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
13 Повреждение_Трещина_(трещины)
13 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
13 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_снижения_уровня_вибрации
13 Мероприятие_ОСУЩЕСТВЛЕНИЕ_контроля_всех_элементов_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
13 Мероприятие_СHИЖЕHИЕ_вибрации_за_счет_дополнительного_укрепления_или_затяжки
13 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
13 Мероприятие_УТОЧНЕНИЕ_периодичности_контроля_технического_состояния_элементов_различных_зон_аппарата_или_трубопровода_(объектов_или_изделий)
14 Повреждение_Трещина_(трещины)
14 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_снижения_уровня_вибрации
14 Мероприятие_ОСУЩЕСТВЛЕНИЕ_контроля_всех_элементов_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
14 Мероприятие_СHИЖЕHИЕ_вибрации_за_счет_дополнительного_укрепления_или_затяжки
14 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
14 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
15 Повреждение_Трещина_(трещины)
15 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
15 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_снижения_уровня_вибрации
15 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
15 Мероприятие_СHИЖЕHИЕ_вибрации_за_счет_дополнительного_укрепления_или_затяжки
15 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
16 Повреждение_Трещина_(трещины)
16 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
16 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_снижения_уровня_вибрации
16 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
16 Мероприятие_СHИЖЕHИЕ_вибрации_за_счет_дополнительного_укрепления_или_затяжки
16 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
17 Повреждение_Коррозия
17 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_одинаковой_температурной_деформации_ветвей_аппарата
17 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
17 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
17 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
17 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
18 Повреждение_Коррозия
18 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_аппарата_с_целью_обеспечения_контроля_технического_состояния_и_своевременной_замены_элементов_(объектов_или_изделий)
18 Мероприятие_ОСУЩЕСТВЛЕНИЕ_замены_всех_аналогичных_деталей_и_(или)_труб_подобных_трубопроводов_или_трубчатых_аппаратов_(объектов_или_изделий)
18 Мероприятие_ПРОВЕДЕНИЕ_выборочной_ревизии_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
18 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
19 Повреждение_Коррозия
19 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_аппарата_с_целью_обеспечения_контроля_технического_состояния_и_своевременной_замены_элементов_(объектов_или_изделий)
19 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
19 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
20 Повреждение_Коррозия
20 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_аппарата_с_целью_обеспечения_контроля_технического_состояния_и_своевременной_замены_элементов_(объектов_или_изделий)
20 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
20 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
20 Мероприятие_УСОВЕРШЕНСТВОВАНИЕ_системы_аварийной_защиты
20 Мероприятие_УТОЧHЕНИЕ_периодичности_контроля_технического_состояния
21 Повреждение_Коррозия
21 Повреждение_Трещина_(трещины)
21 Мероприятие_ВВЕДЕНИЕ_ежесуточного_контроля_наличия_рабочей_среды_в_теплоносите
21 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_одинаковой_температурной_деформации_ветвей_аппарата
21 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
21 Мероприятие_ОСУЩЕСТВЛЕНИЕ_выборочного_контроля_элементов_различных_зон_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
21 Мероприятие_РЕГЛАМЕHТИРОВАНИЕ_требований_к_теплоносителю
21 Мероприятие_УТОЧНЕНИЕ_периодичности_контроля_технического_состояния_элементов_различных_зон_аппарата_или_трубопровода_(объектов_или_изделий)
22 Повреждение_Коррозия
22 Повреждение_Трещина_(трещины)
22 Мероприятие_ВВЕДЕНИЕ_ежесуточного_контроля_наличия_рабочей_среды_в_теплоносите
22 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_одинаковой_температурной_деформации_ветвей_аппарата
22 Мероприятие_МОДЕРHИЗАЦИЯ_конструкции_с_целью_обеспечения_эффективного_контроля_технического_состояния
22 Мероприятие_ОСУЩЕСТВЛЕНИЕ_контроля_всех_элементов_данного_и_подобных_аппаратов_или_трубопроводов_(объектов_или_изделий)
